stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,wheelchair_boarding,transport_type
1556,1556,ИНДУСТРИАЛЬНЫЙ ПР.,59.951093,30.470573,0,2,bus
1559,1559,ИНСТИТУТ ИМ. БЕХТЕРЕВА,59.903934,30.404215,0,2,bus
1558,1558,ИНЖЕНЕРНАЯ УЛ.,59.937035,30.336209,0,2,bus
1553,1553,ИВАНОВСКАЯ УЛ. ПО УЛ. СЕДОВА,59.873890,30.436619,0,2,bus
1552,1552,ИВАНОВСКАЯ УЛ.,59.873890,30.436699,0,2,bus
1554,1554,ИНДУСТРИАЛЬНЫЙ ПР.,59.955811,30.465977,0,2,bus
1763,1763,"ПАРГОЛОВО,ТОРГОВЫЙ ЦЕНТР",60.083526,30.263866,0,2,bus
1762,1762,"БОГАТЫРСКИЙ ПР. УГ. БАЙКОНУРСКОЙ УЛ. [127, 172]",59.998868,30.278213,0,2,bus
16931,16931,КОНДРАТЬЕВСКИЙ ПРОСПЕКТ,59.966050,30.380120,0,2,trolley
1760,1760,ОСИНОВАЯ РОЩА,60.111640,30.242085,0,2,bus
1767,1767,ПЕНСИОННЫЙ ФОНД,59.919530,30.444442,0,2,bus
1766,1766,ПАРУС 000,59.904606,29.813654,0,2,bus
1765,1765,ПАРТИЗАНСКАЯ УЛ.,59.948612,30.435987,0,2,bus
1764,1764,ПАРКОВАЯ УЛ.,59.711553,30.410993,0,2,bus
16933,16933,УЛИЦА ЖАКА ДЮКЛО  /  СВЕТЛАНОВСКИЙ ПРОСПЕКТ,60.013033,30.352775,0,2,trolley
16938,16938,УЛИЦА МАРШАЛА ГОВОРОВА,59.875906,30.263878,0,2,tram
16939,16939,СЕВЕРНАЯ ПЛОЩАДЬ,60.023722,30.408194,0,2,trolley
16936,16936,ПРОСПЕКТ ЕЛИЗАРОВА,59.898610,30.430690,0,2,tram
1769,1769,ПЕРЕЕЗД,59.798581,30.657434,0,2,bus
1768,1768,ПЕНСИОННЫЙ ФОНД,59.961706,30.378101,0,2,bus
1775,1775,ПИОНЕРСКАЯ УЛ.,59.957421,30.291060,0,2,bus
1774,1774,ПЕТРО-СЛАВЯНКА,59.789722,30.494500,0,2,bus
16943,16943,ХАСАНСКАЯ УЛИЦА (посадки нет),59.935670,30.484880,0,2,trolley
16940,16940,ПРИДОРОЖНАЯ АЛЛЕЯ (посадки нет),60.059083,30.344750,0,2,trolley
1772,1772,САНКТ-ПЕТЕРБУРГСКОЕ ШОССЕ,59.853500,30.100720,0,2,bus
16941,16941,ПЛОЩАДЬ МУЖЕСТВА (посадки нет),59.997430,30.363300,0,2,trolley
16947,16947,ЛЕСНОЙ ПРОСПЕКТ,59.988470,30.340530,0,2,tram
16946,16946,УЛИЦА ПОГРАНИЧНИКА ГАРЬКАВОГО,59.835606,30.147842,0,2,tram
16945,16945,МАЛАЯ БАЛКАНСКАЯ УЛИЦА (посадки нет),59.827440,30.421139,0,2,trolley
1776,1776,ПИСКАРЁВСКИЙ ПР.,59.979813,30.422168,0,2,bus
16944,16944,ПРОСПЕКТ НАСТАВНИКОВ,59.936100,30.486600,0,2,trolley
16951,16951,"СТАНЦИЯ МЕТРО ""ЛАДОЖСКАЯ"" (посадки нет)",59.929130,30.435440,0,2,tram
1782,1782,ПЛАНЕРНАЯ УЛ.,60.007609,30.235232,0,2,bus
16950,16950,РЫБАЦКОЕ (посадки нет),59.833778,30.499139,0,2,tram
1780,1780,"ПИСКАРЁВСКИЙ ПР., 50 ",59.989576,30.430821,0,2,bus
16948,16948,1-Й МУРИНСКИЙ ПРОСПЕКТ,59.988756,30.340622,0,2,tram
1781,1781,ПИСКАРЁВСКОЕ МЕМОРИАЛЬНОЕ КЛАДБИЩЕ,59.994340,30.418997,0,2,bus
1787,1787,ПЛОЩАДЬ БЕХТЕРЕВА,59.900532,30.402734,0,2,bus
1784,1784,ПЛОВДИВСКАЯ УЛ.,59.840070,30.377630,0,2,bus
16953,16953,ПРОСПЕКТ ВЕТЕРАНОВ (посадки нет),59.845080,30.249690,0,2,trolley
16952,16952,ТРАМВАЙНЫЙ ПАРК № 1 (посадки нет),59.898330,30.317880,0,2,tram
1785,1785,ПЛОЩАДЬ АВРОВА,59.874472,29.921196,0,2,bus
1790,1790,ПЛОЩАДЬ МУЖЕСТВА,60.000196,30.362771,0,2,bus
16959,16959,СВЕТЛАНОВСКИЙ ПРОСПЕКТ (посадки нет),60.046180,30.407080,0,2,trolley
1791,1791,ПЛОЩАДЬ ПОБЕДЫ,59.842908,30.323594,0,2,bus
16958,16958,УЛИЦА УШИНСКОГО,60.044920,30.418100,0,2,trolley
1788,1788,ПЛ. КАЛИНИНА,59.971593,30.387681,0,2,bus
16957,16957,УЛИЦА УШИНСКОГО,60.045450,30.417120,0,2,trolley
1789,1789,ПЛОЩАДЬ КОНСТИТУЦИИ,59.851753,30.307683,0,2,bus
16956,16956,СУЗДАЛЬСКИЙ ПРОСПЕКТ,60.043520,30.426480,0,2,trolley
1729,1729,НОВОЛИТОВСКАЯ УЛ.,59.984022,30.362323,0,2,bus
1728,1728,НОВОКОЛОМЯЖСКИЙ ПР.,60.024260,30.299059,0,2,bus
1731,1731,"НОВОСМОЛЕНСКАЯ НАБ.,6",59.948400,30.224620,0,2,bus
16898,16898,УЛИЦА БЕЛЫ КУНА / ПРАЖСКАЯ УЛИЦА,59.873920,30.389110,0,2,trolley
1730,1730,"НОВОСМОЛЕНСКАЯ НАБ.,2",59.947520,30.229960,0,2,bus
16899,16899,КАМЕННООСТРОВСКИЙ ПРОСПЕКТ,59.963870,30.312050,0,2,trolley
1733,1733,НОВОЧЕРКАССКИЙ ПР.,59.942483,30.407027,0,2,bus
16900,16900,ШОССЕ РЕВОЛЮЦИИ,59.959513,30.423439,0,2,trolley
1732,1732,"НОВОСМОЛЕНСКАЯ НАБ.,УГ. УЛ. КОРАБЛЕСТРОИТЕЛЕЙ",59.948959,30.215670,0,2,bus
16901,16901,ПЛОЩАДЬ КОНСТИТУЦИИ,59.852100,30.307700,0,2,trolley
1735,1735,"НОВОЧЕРКАССКИЙ ПР.,УГ. КРАСНОГВАРДЕЙСК. ПЛОЩАДЬ",59.941189,30.408406,0,2,bus
16902,16902,ПЛОЩАДЬ КОНСТИТУЦИИ,59.851770,30.307920,0,2,trolley
1737,1737,"ОБЪЕДИНЕНИЕ ""ЛУЧ""",59.949419,30.421109,0,2,bus
16904,16904,ПРОСП. НЕПОКОРЁННЫХ / ГРАЖДАНСКИЙ ПРОСП.,59.996680,30.381440,0,2,trolley
1736,1736,"СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""",59.914355,30.350167,0,2,bus
1739,1739,"ОБЪЕДИНЕНИЕ ""СВЕТЛАНА""",60.005396,30.333354,0,2,bus
16906,16906,"СТАНЦИЯ МЕТРО ""КУПЧИНО"" (посадки нет)",59.830861,30.379361,0,2,trolley
1738,1738,"ОБЪЕДИНЕНИЕ ""РУССКИЕ САМОЦВЕТЫ""",59.936036,30.435017,0,2,bus
16907,16907,БОЛЬШОЙ САМПСОНИЕВСКИЙ ПРОСПЕКТ,59.984370,30.336400,0,2,trolley
1741,1741,ВЕРБНАЯ УЛ.,60.023690,30.282463,0,2,bus
16908,16908,"СТАНЦИЯ МЕТРО ""МОСКОВСКИЕ ВОРОТА"" (посадки нет)",59.892210,30.319450,0,2,trolley
1740,1740,"ОБЪЕДИНЕНИЕ ""СОКОЛ""",59.953124,30.449851,0,2,bus
16909,16909,БЛАГОДАТНАЯ УЛИЦА,59.876160,30.337760,0,2,trolley
1743,1743,ОГОРОДНЫЙ ПЕР.,59.886867,30.267897,0,2,bus
16910,16910,ПРАЖСКАЯ УЛИЦА / УЛИЦА БЕЛЫ КУНА,59.874294,30.387714,0,2,trolley
1742,1742,ОВЦИНО,59.812231,30.608358,0,2,bus
1744,1744,ОЗЕРКОВАЯ УЛ. 51,59.872933,29.890579,0,2,bus
1745,1745,"ОКТЯБРЬСКАЯ НАБ.,102",59.869676,30.482637,0,2,bus
16915,16915,НАБ. РЕКИ ФОНТАНКИ,59.917572,30.296772,0,2,tram
1746,1746,"ОКТЯБРЬСКАЯ НАБ.,106",59.866958,30.486113,0,2,bus
16914,16914,СЕВЕРНЫЙ ПРОСПЕКТ (конечная),60.023610,30.406820,0,2,trolley
1748,1748,"ОКТЯБРЬСКАЯ НАБ.,78",59.872388,30.463520,0,2,bus
1749,1749,"ОКТЯБРЬСКАЯ НАБ.,94",59.871033,30.471182,0,2,bus
1750,1750,"ОКТЯБРЬСКАЯ УЛ.,51",59.743070,30.616740,0,2,bus
16919,16919,КОННОГВАРДЕЙСКИЙ БУЛЬВАР,59.932370,30.296440,0,2,trolley
1751,1751,"ОКТЯБРЬСКАЯ УЛ.,65",59.740190,30.619880,0,2,bus
16918,16918,"СТАНЦИЯ МЕТРО ""ПИОНЕРСКАЯ""",60.002583,30.299556,0,2,trolley
1752,1752,ОКТЯБРЬСКИЙ БУЛЬВАР,59.722139,30.411694,0,2,bus
16921,16921,УЛИЦА ВАТУТИНА,59.965630,30.374560,0,2,trolley
1753,1753,ОЛЬХОВАЯ УЛ.,60.015268,30.269604,0,2,bus
16920,16920,УЛИЦА ВАТУТИНА,59.965680,30.372610,0,2,trolley
1754,1754,ОМСКАЯ УЛ.,59.994542,30.316511,0,2,bus
16923,16923,ЗВЁЗДНАЯ УЛИЦА (посадки нет),59.835250,30.369920,0,2,trolley
16922,16922,ГАККЕЛЕВСКАЯ УЛИЦА,59.994440,30.253614,0,2,tram
1755,1755,ОРАНЖЕРЕЙНАЯ УЛ.УГ.ЛЕНИНГРАДСКОЙ УЛ.,59.726389,30.417056,0,2,bus
1756,1756,ОРАНИЕНБАУМСКИЙ СПУСК,59.888635,29.876732,0,2,bus
1757,1757,ОРДИНАРНАЯ УЛ.,59.964425,30.309674,0,2,bus
1758,1758,ОРЛОВСКИЙ ПРУД,59.851364,30.047446,0,2,bus
16927,16927,"МЕТРО ""ПЛОЩАДЬ АЛЕКСАНДРА НЕВСКОГО""",59.924078,30.383503,0,2,trolley
1759,1759,ОРТОПЕДИЧЕСКИЙ ЦЕНТР,59.977649,30.430160,0,2,bus
1703,1703,НАБ. КОМСОМОЛЬСКОГО КАН.,59.747139,30.614750,0,2,bus
1701,1701,МЯСОКОМБИНАТ,59.829135,30.348835,0,2,bus
16996,16996,"МЕТРО ""УЛИЦА ДЫБЕНКО""",59.906030,30.482990,0,2,trolley
1700,1700,МЯГЛОВО,59.891814,30.684370,0,2,bus
1699,1699,МЫТНИНСКАЯ УЛ.,59.934204,30.380556,0,2,bus
16994,16994,БИРЖЕВАЯ ПЛОЩАДЬ,59.944321,30.304484,0,2,trolley
1698,1698,МУЗЕЙ А.В. СУВОРОВА,59.943717,30.376575,0,2,bus
1697,1697,"МОСКОВСКОЕ ШОССЕ,35",59.819452,30.365080,0,2,bus
16992,16992,КРАСНОГВАРДЕЙСКАЯ ПЛОЩАДЬ,59.940713,30.408800,0,2,trolley
1696,1696,"МОСКОВСКОЕ ШОССЕ,22 КМ",59.765029,30.466555,0,2,bus
1711,1711,НАГОРНАЯ УЛ.,59.857030,30.010400,0,2,bus
17006,17006,УЛИЦА ПОДВОЙСКОГО,59.912889,30.476583,0,2,trolley
17004,17004,ПРОСПЕКТ ЮРИЯ ГАГАРИНА (посадки нет),59.856056,30.336278,0,2,tram
1709,1709,НАБ. РЕКИ ФОНТАНКИ,59.921103,30.317599,0,2,bus
17005,17005,ПР. НАУКИ,60.017439,30.367456,0,2,tram
1708,1708,"НАБ. ОБВОДНОГО КАНАЛА,74",59.911271,30.328992,0,2,bus
17002,17002,МОСКОВСКИЕ ВОРОТА (посадки нет),59.892140,30.319400,0,2,tram
1707,1707,"НАБ. ОБВОДНОГО КАНАЛА,150",59.908752,30.270950,0,2,bus
1706,1706,"НАБ. ОБВОДНОГО КАНАЛА,138",59.908709,30.281836,0,2,bus
17000,17000,Ж/Д СТАНЦИЯ КУШЕЛЕВКА (посадки нет),59.990967,30.353500,0,2,tram
1705,1705,"НАБ. ОБВОДНОГО КАНАЛА,11",59.918090,30.388800,0,2,bus
1704,1704,НАБ. ОБВОДНОГО КАНАЛА,59.910090,30.307580,0,2,bus
1718,1718,НАРОДНАЯ УЛ. УГ. ДАЛЬНЕВОСТОЧНОГО ПР.,59.881168,30.470244,0,2,bus
1719,1719,НЕВСКИЙ ЛЕСОПАРК,59.828444,30.565886,0,2,bus
1716,1716, ПРАВОБЕРЕЖНЫЕ БАНИ,59.883661,30.479918,0,2,bus
1717,1717,ГОСПИТАЛЬ,59.879474,30.461144,0,2,bus
1714,1714,НАРОДНАЯ УЛ.,59.879051,30.456334,0,2,bus
17010,17010,УЛИЦА МАРШАЛА КАЗАКОВА (посадки нет),59.860330,30.226110,0,2,tram
1715,1715,НАРОДНАЯ УЛ. 100,59.884513,30.486098,0,2,bus
1713,1713,НАРВСКИЙ ПР.,59.905201,30.274215,0,2,bus
1726,1726,"НОВОИЗМАЙЛОВСКИЙ ПР.,79",59.856300,30.304811,0,2,bus
1724,1724,НОВГОРОДСКАЯ УЛ. 26,59.941372,30.390409,0,2,bus
1725,1725,"НОВОИЗМАЙЛОВСКИЙ ПР.,45",59.860420,30.304999,0,2,bus
1722,1722,НИКОЛЬСКАЯ ПЛОЩАДЬ,59.921320,30.301920,0,2,bus
1723,1723,"НОВАЯ ДЕРЕВНЯ,3-Я СОВЕТСКАЯ УЛ.",59.725470,30.447251,0,2,bus
1720,1720,НЕВСКИЙ ПР.,59.925485,30.379642,0,2,bus
1721,1721,НЕЙШЛОТСКИЙ ПЕР.,59.968053,30.349470,0,2,bus
1669,1669,"СТ. М. ""АДМИРАЛТЕЙСКАЯ""",59.936022,30.313847,0,2,bus
16964,16964,"СТАНЦИЯ МЕТРО ""СТАРАЯ ДЕРЕВНЯ"" (высадка)",59.990530,30.254950,0,2,trolley
16965,16965,УЛИЦА ШАВРОВА (посадки нет),60.024472,30.233861,0,2,tram
1668,1668,МАЛАЯ БУХАРЕСТСКАЯ УЛ.,59.844410,30.417610,0,2,bus
16966,16966,БОЛЬШОЙ САМПСОНИЕВСКИЙ ПРОСПЕКТ,59.988500,30.334595,0,2,tram
1671,1671,МАЛЫЙ ПР. В.О.,59.936910,30.233588,0,2,bus
16967,16967,"ОБОРОТНАЯ СТАНЦИЯ ""УДЕЛЬНЫЙ ПАРК""",60.000722,30.311389,0,2,tram
1670,1670,МАЛАЯ МОРСКАЯ УЛ.,59.936791,30.313353,0,2,bus
1665,1665,"МАГАЗИН ""СТРОИТЕЛЬ""",59.949229,30.224563,0,2,bus
16960,16960,СУЗДАЛЬСКИЙ ПРОСПЕКТ,60.047367,30.406600,0,2,trolley
1664,1664,"МАГАЗИН ""ВЕСНА""",59.975267,30.401313,0,2,bus
1667,1667,МАЛАЯ БАЛКАНСКАЯ УЛ. УГ. УЛ. О. ДУНДИЧА,59.829208,30.385239,0,2,bus
16962,16962,СВЕТЛАНОВСКИЙ ПРОСПЕКТ,60.046500,30.407890,0,2,trolley
1666,1666,МАЛАЯ БАЛКАНСКАЯ УЛ. ПО УЛ. Я. ГАШЕКА,59.831084,30.385184,0,2,bus
16972,16972,Ж/Д СТАНЦИЯ ЛАНСКАЯ,59.994530,30.329380,0,2,tram
1677,1677,МАСЛЯНЫЙ ПЕРЕУЛОК,59.909902,30.325219,0,2,bus
1676,1676,МАРИИНСКИЙ ТЕАТР,59.925506,30.292337,0,2,bus
16974,16974,"ГОСТИНИЦА ""ВЫБОРГСКАЯ""",59.987160,30.304540,0,2,tram
1679,1679,ВОЛКОВСКИЙ ПР.,59.901269,30.366265,0,2,bus
1678,1678,МАСТЕРОВОЙ ПЕР.,59.882261,29.894657,0,2,bus
16968,16968,Ж/Д СТАНЦИЯ РЖЕВКА (посадка),59.980733,30.508756,0,2,tram
1673,1673,МАЛЬЦЕВСКИЙ РЫНОК,59.938431,30.366764,0,2,bus
16969,16969,НЕВСКИЙ ЗАВОД (посадки нет),59.905444,30.418278,0,2,tram
1672,1672,"МАЛЫЙ ПР. В.О.,УГ. НАЛИЧНОЙ УЛ.",59.937534,30.236020,0,2,bus
16971,16971,ХАСАНСКАЯ УЛ.,59.935500,30.483806,0,2,tram
1674,1674,МАНЧЕСТЕРСКАЯ УЛ.,60.011233,30.324715,0,2,bus
16981,16981,ПРОСПЕКТ ЛУНАЧАРСКОГО (посадки нет),60.020800,30.433240,0,2,tram
1684,1684,МОРДВИНОВКА,59.899250,29.827630,0,2,bus
1685,1685,МОРСКАЯ УЛ. 35,59.909243,29.803594,0,2,bus
16980,16980,СВЕТЛАНОВСКИЙ ПРОСПЕКТ / ТИХОРЕЦКИЙ ПРОСПЕКТ,60.017617,30.367290,0,2,trolley
1687,1687,МОСКОВСКАЯ ПЛОЩАДЬ,59.850721,30.322799,0,2,bus
16982,16982,"МЕТРО ""ЛОМОНОСОВСКАЯ""",59.878211,30.441297,0,2,trolley
16977,16977,Ж/Д СТАНЦИЯ ЛАНСКАЯ,59.993417,30.325600,0,2,tram
1680,1680,ВОЛКОВСКИЙ ПР.,59.901548,30.365496,0,2,bus
1681,1681,"ПОС. МЕТАЛЛОСТРОЙ,3",59.792876,30.564255,0,2,bus
16979,16979,САД БЕНУА,60.019400,30.369269,0,2,trolley
1683,1683,МИЧУРИНСКАЯ УЛ.,59.955582,30.329050,0,2,bus
16978,16978,ТИХОРЕЦКИЙ ПРОСПЕКТ (конечная),60.011500,30.368200,0,2,trolley
1692,1692,МОСКОВСКИЙ ПР.,59.908306,30.319696,0,2,bus
16989,16989,УЛИЦА ДОБЛЕСТИ,59.860800,30.181220,0,2,trolley
16988,16988,СТАНЦИЯ РУЧЬИ,60.004847,30.438386,0,2,tram
1693,1693,"МОСКОВСКИЙ ПР.,129",59.884934,30.319309,0,2,bus
1694,1694,"МОСКОВСКИЙ ПР.,4",59.925197,30.317677,0,2,bus
16991,16991,УЛИЦА ГЕНЕРАЛА ХРУЛЁВА,59.997050,30.299570,0,2,trolley
16990,16990,Ж/Д СТАНЦИЯ РЖЕВКА (посадки нет),59.980160,30.510420,0,2,tram
1695,1695,"МОСКОВСКИЙ ПР.,5",59.925168,30.317380,0,2,bus
1688,1688,МОСКОВСКАЯ ПЛОЩАДЬ,59.852860,30.324650,0,2,bus
1689,1689,МОСКОВСКАЯ СЛАВЯНКА,59.748811,30.496608,0,2,bus
16987,16987,УЛИЦА ЯРОСЛАВА ГАШЕКА,59.838150,30.413660,0,2,tram
1690,1690,МОСКОВСКАЯ УЛ.,59.719558,30.408391,0,2,bus
16986,16986,МАЛАЯ БАЛКАНСКАЯ УЛИЦА (посадки нет),59.827460,30.421890,0,2,tram
1691,1691,МОСКОВСКИЙ ВОКЗАЛ,59.929224,30.360326,0,2,bus
1915,1915,ПР. СТАЧЕК,59.852032,30.232333,0,2,bus
1914,1914,"ПР. СОЛИДАРНОСТИ,11",59.921040,30.492316,0,2,bus
1916,1916,АДМИНИСТРАЦИЯ КИРОВСКОГО РАЙОНА,59.894490,30.275093,0,2,bus
1919,1919,ПР. УДАРНИКОВ УГ. УЛ. КОММУНЫ,59.956820,30.492753,0,2,bus
1918,1918,ПР. УДАРНИКОВ,59.957389,30.493641,0,2,bus
1905,1905,"ПР. ПРОСВЕЩЕНИЯ,УГ. УЛ. УШИНСКОГО",60.037581,30.411803,0,2,bus
1904,1904,ПР. ПРОСВЕЩЕНИЯ УГ. УЛ. СИМОНОВА,60.055808,30.322437,0,2,bus
1907,1907,"ПР. ПЯТИЛЕТОК,ЛЕДОВЫЙ ДВОРЕЦ",59.920750,30.467306,0,2,bus
1906,1906,"ПР. ПРОСВЕЩЕНИЯ,УГ.УЛ. КОМПОЗИТОРОВ",60.056756,30.315215,0,2,bus
1909,1909,ПР. СИЗОВА,60.012295,30.274703,0,2,bus
1908,1908,ПР. СИЗОВА,60.005849,30.274263,0,2,bus
1910,1910,ПР. СЛАВЫ,59.866530,30.418844,0,2,bus
1896,1896,"ПР. НЕПОКОРЁННЫХ,6",59.997452,30.372391,0,2,bus
1898,1898,"ПР. ОБУХОВСКОЙ ОБОРОНЫ,239",59.862929,30.475412,0,2,bus
1899,1899,"ПР. ОБУХОВСКОЙ ОБОРОНЫ,251",59.860990,30.477900,0,2,bus
1900,1900,ПР. ПАРХОМЕНКО,60.000137,30.329257,0,2,bus
1901,1901,УЛ. ПЕРЕДОВИКОВ,59.941788,30.466626,0,2,bus
1902,1902,ПР. ПРОСВЕЩЕНИЯ,60.048222,30.353316,0,2,bus
1903,1903,ПР. ПРОСВЕЩЕНИЯ УГ. ДЕМЬЯНА БЕДНОГО,60.041954,30.387217,0,2,bus
1890,1890,ПР. НАУКИ УГ. УЛ. БУТЛЕРОВА,60.011282,30.404694,0,2,bus
1891,1891,"ПР. НАУКИ,12",60.014643,30.390279,0,2,bus
1892,1892,"ПР. НАУКИ,28",60.008183,30.416538,0,2,bus
1893,1893,"ПР. НАУКИ,73",60.004578,30.431120,0,2,bus
1894,1894,"ПИСКАРЁВСКИЙ ПР., 56",59.993549,30.434920,0,2,bus
1895,1895,ПР. НЕПОКОРЁННЫХ УГ. УЛ.  БУТЛЕРОВА,59.995059,30.391671,0,2,bus
1882,1882,ПР. НАРОДНОГО ОПОЛЧЕНИЯ,59.852036,30.279208,0,2,bus
1881,1881,ПР. МЕТАЛЛИСТОВ,59.953500,30.420922,0,2,bus
1880,1880,ПР. МЕТАЛЛИСТОВ,59.971520,30.397070,0,2,bus
17310,17310,"ВАРШАВСКАЯ УЛ.,73",59.844039,30.313897,0,2,bus
1887,1887,"ПР. НАСТАВНИКОВ,УГ. ИРИНОВСКОГО ПР.",59.958200,30.478168,0,2,bus
17309,17309,"ВАРШАВСКАЯ УЛ.,73",59.843840,30.315360,0,2,bus
1884,1884,ПР. НАСТАВНИКОВ,59.950413,30.485542,0,2,bus
1875,1875,"ПР. МАРШАЛА ЖУКОВА,УГ. ПР. ВЕТЕРАНОВ",59.832334,30.193547,0,2,bus
1874,1874,"ПР. МАРШАЛА ЖУКОВА,УГ. ЛЕНИНСКОГО ПР.",59.851426,30.220557,0,2,bus
1873,1873,"ПР. МАРШАЛА ЖУКОВА,60",59.838709,30.202155,0,2,bus
1872,1872,"ПР. МАРШАЛА ЖУКОВА,32",59.855732,30.227414,0,2,bus
1878,1878,ПР. МЕТАЛЛИСТОВ,59.959593,30.421812,0,2,bus
1866,1866,"ПР. М. ТОРЕЗА,82",60.016814,30.337593,0,2,bus
1867,1867,ПР. МАРШАЛА БЛЮХЕРА,59.976784,30.436436,0,2,bus
1864,1864,ПР. М. ТОРЕЗА УГ. УЛ. ЕСЕНИНА,60.025790,30.325670,0,2,bus
1865,1865,"ПР.  ТОРЕЗА,21",60.002843,30.359394,0,2,bus
1870,1870,ПР. МАРШАЛА ЖУКОВА,59.859443,30.233717,0,2,bus
1871,1871,"ПР. МАРШАЛА ЖУКОВА,30",59.857494,30.230011,0,2,bus
1869,1869,"ПР. МАРШАЛА БЛЮХЕРА,УГ. КОНДРАТЬЕВСКОГО ПР.",59.979393,30.394789,0,2,bus
1858,1858,ПР. ЛУНАЧАРСКОГО УГ. УЛ. КОМПОЗИТОРОВ,60.044839,30.320215,0,2,bus
1859,1859,ПР. ЛУНАЧАРСКОГО УГ. УЛ. УШИНСКОГО,60.029221,30.404992,0,2,bus
1857,1857,ПР. ЛУНАЧАРСКОГО УГ. ПР. ХУДОЖНИКОВ,60.040423,30.347650,0,2,bus
1860,1860,ПР. ЛУНАЧАРСКОГО УГ.ПР.ХУДОЖНИКОВ,60.039458,30.346189,0,2,bus
1861,1861,"ПР. ЛУНАЧАРСКОГО,86",60.032466,30.384936,0,2,bus
1853,1853,"ПР. ЛЕНИНА, УГ. УЛ. ТАНКИСТОВ",59.749480,30.562300,0,2,bus
1852,1852,"ПР. КУЛЬТУРЫ,29",60.048414,30.377502,0,2,bus
1854,1854,"ПР. ЛЕНИНА,53",59.750278,30.570339,0,2,bus
1849,1849,ПР. КУЛЬТУРЫ ПО ПР. ЛУНАЧАРСКОГО,60.036454,30.365181,0,2,bus
1848,1848,ПР. КУЗНЕЦОВА,59.859007,30.189216,0,2,bus
1850,1850,ПР. КУЛЬТУРЫ УГ. ПРИДОРОЖНОЙ АЛЛЕИ,60.051946,30.378408,0,2,bus
1845,1845,ПР. КОСЫГИНА,59.945641,30.491140,0,2,bus
17396,17396,САПЕРНЫЙ ПЕР.,59.759413,30.599153,0,2,bus
17397,17397,УЛ. ТРУДА,59.750076,30.602514,0,2,bus
1844,1844,ПР. КОСЫГИНА,59.946498,30.505160,0,2,bus
17398,17398,БУЛЬВАР СВОБОДЫ,59.747390,30.600560,0,2,bus
1847,1847,"ПР. КОСЫГИНА,УГ. УЛ. ПЕРЕДОВИКОВ",59.942273,30.465005,0,2,bus
1846,1846,"ПР. КОСЫГИНА,УГ. ИНДУСТРИАЛЬНОГО ПР.",59.944163,30.477635,0,2,bus
17392,17392,"УЛ. ЗАГОРОДНАЯ ,55",59.777166,30.593646,0,2,bus
1841,1841,"ПР. КОСМОНАВТОВ,74",59.838654,30.358512,0,2,bus
17393,17393,ШКОЛА № 452,59.772851,30.594118,0,2,bus
1840,1840,ПР. КОСМОНАВТОВ,59.834510,30.359220,0,2,bus
17394,17394,ДОРОГА К КИРПИЧНОМУ ЗАВОДУ,59.770206,30.593652,0,2,bus
1843,1843,"ПР. КОСМОНАВТОВ,УГ. КУЗНЕЦОВСКОЙ УЛ.",59.871589,30.344110,0,2,bus
17395,17395,ДЕРЕВООБРАБАТЫВАЮЩИЙ КОМБИНАТ,59.765774,30.596259,0,2,bus
1842,1842,"ПР. КОСМОНАВТОВ,УГ. ЗВЕЗДНОЙ УЛ.",59.834916,30.360176,0,2,bus
1836,1836,"ПР. КОРОЛЕВА,ПОЛИКЛИНИКА",60.010191,30.289954,0,2,bus
17389,17389,"УСТЬ-ИЖОРЫ, УЛ. ТРУДА,24",59.797130,30.604850,0,2,bus
17388,17388,СЛАВЯНСКАЯ ДОРОГА,59.803744,30.595162,0,2,bus
1837,1837,"ПР. КОРОЛЕВА,УГ. КОЛОМЯЖСКОГО ПР.",60.009575,30.294758,0,2,bus
17391,17391,"КОЛПИНО, 2-Е ОТД. К-ТА ""ПОБЕДА""",59.781384,30.593732,0,2,bus
17390,17390,"УСТЬ-ИЖОРА,Ж.-Д. ПЕРЕЕЗД",59.790124,30.600590,0,2,bus
1839,1839,ПР. КОСМОНАВТОВ,59.852704,30.353613,0,2,bus
17385,17385,"УСТЬ-ИЖОРА, ПОЛЕВАЯ УЛ.",59.816013,30.574549,0,2,bus
1833,1833,"ПР. ИСПЫТАТЕЛЕЙ,УГ. СЕРЕБРИСТОГО БУЛЬВАРА",60.004890,30.281884,0,2,bus
17387,17387,"УСТЬ-ИЖОРА, ПЛАНОВАЯ УЛ.",59.807543,30.589553,0,2,bus
1834,1834,"ПР. ИСПЫТАТЕЛЕЙ,УНИВЕРСАМ",60.003889,30.289356,0,2,bus
17386,17386,ДОРОГА НА МЕТАЛЛОСТРОЙ,59.812634,30.581909,0,2,bus
1835,1835,ПР. КОРОЛЕВА,60.009922,30.295814,0,2,bus
1828,1828,"УНИВЕРСАМ ""ТАЛЛИНСКИЙ""",59.833336,30.211937,0,2,bus
17380,17380,"УСТЬ-ИЖОРА, ПЛАНОВАЯ УЛ.",59.808813,30.588124,0,2,bus
1830,1830,"ПР. ВЕТЕРАНОВ,УГ. УЛ. ПОГР. ГАРЬКАВОГО",59.835290,30.147813,0,2,bus
17383,17383,"ПР. ОБУХОВСКОЙ ОБОРОНЫ, 126",59.855437,30.480575,0,2,bus
1831,1831,ПР. ЕЛИЗАРОВА,59.894059,30.413667,0,2,bus
